language,filename,blank,comment,code,"github.com/AlDanial/cloc v 2.08"
JSX,Frontend/src/features/modelParameters/fields/numberCriterion/NumberCriterionParameterReadOnly.jsx,8,0,75
JavaScript,Backend/modules/issues/shared/criteriaTree.js,16,0,74
JSX,Frontend/src/context/auth/auth.provider.jsx,12,7,74
JavaScript,Frontend/src/features/finishedIssueDialog/logic/buildFinishedIssueGraphs.js,11,0,74
JSX,Frontend/src/pages/private/PrivateLayout.jsx,10,0,74
Python,ApiModels/models/waspas/waspas_model.py,15,1,73
JSX,Frontend/src/features/modelParameters/fields/numberGlobal/NumberGlobalParameterField.jsx,10,0,73
JavaScript,Backend/models/ExitUserIssue.js,11,0,72
JSX,Frontend/src/features/admin/issues/components/AdminIssueReadOnlyWeights.jsx,5,7,72
JavaScript,Frontend/src/features/finishedIssues/logic/filterFinishedIssues.js,20,0,72
JavaScript,Backend/modules/decisionEngine/evaluations/structures/alternativePairwiseByCriterion/alternativePairwiseByCriterion.getPayload.js,9,0,71
JavaScript,Backend/modules/issues/finished/finishedPayload/buildFinishedModelParams.js,7,0,71
JavaScript,Backend/utils/common/errors.js,13,0,71
JavaScript,Frontend/src/features/finishedIssueDialog/logic/buildFinishedModelOutputView.js,13,0,71
JSX,Frontend/src/features/finishedIssueDialog/overview/RankingSection.jsx,5,5,71
JSX,Frontend/src/features/admin/issues/components/AdminIssueActionConfirmDialog.jsx,7,0,70
JavaScript,Frontend/src/features/admin/issues/hooks/useAdminIssuesList.js,13,1,70
JSX,Frontend/src/features/finishedIssueDialog/models/components/ModelsSectionParametersForm.jsx,8,0,70
JSX,Frontend/src/features/modelParameters/fields/selectCriterion/SelectCriterionParameterReadOnly.jsx,6,0,70
Python,ApiModels/models/cmcc/cmcc_model.py,19,31,69
JavaScript,Backend/modules/issues/finished/finishedPayload/buildFinishedGraphs.js,15,0,69
Python,ApiModels/core/application.py,19,2,68
JavaScript,Frontend/src/features/activeIssues/logic/activeIssuesTaskCenter.js,20,37,68
JSX,Frontend/src/features/issueEvaluation/structures/manualCriteriaWeights/ManualCriteriaWeightsView.jsx,8,0,68
JavaScript,Backend/models/Users.js,12,0,67
JavaScript,Backend/modules/decisionEngine/evaluations/structures/bestWorstCriteria/bestWorstCriteria.getPayload.js,8,0,67
JavaScript,Backend/modules/expressionDomains/buildIssueDomainConfig.js,12,0,67
JavaScript,Backend/modules/expressionDomains/domainCompatibility.js,11,0,67
JavaScript,Backend/modules/issues/finished/finishedPayload/finishedPayloadValidation.js,6,0,67
JavaScript,Backend/modules/issues/notifications/respondToIssueInvitation.js,11,0,67
JavaScript,Backend/modules/issues/participants/editIssueExperts.js,9,0,67
JavaScript,Frontend/src/features/createIssue/logic/createIssueCriteriaWeightingModes.js,8,0,67
JavaScript,Frontend/src/features/createIssue/styles/createIssue.styles.js,12,47,67
JSX,Frontend/src/features/createIssue/summary/components/ModelParameters.jsx,11,1,67
JavaScript,Backend/modules/expressionDomains/createIssueDomainSnapshots.js,13,0,66
JSX,Frontend/src/components/ResponsiveNavbar/components/ResponsiveNavbarMobileNav.jsx,4,11,66
JSX,Frontend/src/features/admin/models/components/CatalogVisibilitySwitch.jsx,1,0,66
JSX,Frontend/src/features/admin/models/components/ModelManifestReviewTab.jsx,5,0,66
JSX,Frontend/src/features/modelParameters/fields/selectGlobal/SelectGlobalParameterField.jsx,9,0,66
